frame_index,timestamp,x,y,theta,x_mm,y_mm,theta_unwrapped,omega_rad_s
21440,89.32584617692278,441.18235778808594,834.8293945312499,7545.964,81.38511090126495,154.00135943377114,7545.964,9.70924632608694
21441,89.33001249437507,447.13075866699216,833.7038391113281,7548.69,82.4824151263072,153.7937277117433,7548.69,12.37079023969818
21442,89.33417881182736,452.9599945068359,832.5699890136718,7551.87,83.55773692220545,153.58456586672796,7551.87,11.492127270510537
21443,89.33834512927963,463.0,831.5,,85.40982131788964,153.3871845050221,7554.177,9.663443107305284
21444,89.34251144673192,469.5,831.5,,86.60887928455547,153.3871845050221,7556.483,9.663443107307105
21445,89.3466777641842,476.5,832.0,,87.90017247942637,153.47941973322716,7558.79,9.663443107307105
21446,89.35084408163648,482.5,832.0,,89.00699521788714,153.47941973322716,7561.097,9.663443107307105
21447,89.35501039908875,488.0,831.5,,90.02158272814285,153.3871845050221,7563.404,9.663443107307105
21448,89.35917671654104,489.81337585449216,831.2163330078124,7565.711,90.35609699966412,153.33485632550477,7565.711,14.454751133267564
21449,89.36334303399332,495.5028076171875,831.5596130371093,7570.305,91.40562907364284,153.39818134918565,7570.305,11.72818918120538
21450,89.3675093514456,501.1346343994141,832.1769287109375,7571.31,92.44453473058294,153.51205785328585,7571.31,7.815681954562024
21451,89.3716756688979,506.4088348388672,832.6646972656249,7574.036,93.41746889284737,153.60203674119154,7574.036,10.368699615941296
21452,89.37584198635017,512.5079864501953,833.5440124511719,7576.26,94.54258217430365,153.76424441479776,7576.26,12.456087119846416
21453,89.38000830380246,518.4003448486328,834.9864990234374,7579.983,95.62954821739544,154.03034057114905,7579.983,14.5329615800365
21454,89.38417462125473,524.6835998535156,836.5215454101562,7583.199,96.7886231358874,154.3135112787178,7583.199,13.786409630563869
21455,89.38834093870702,531.1799926757812,838.3400146484374,7586.565,97.98701568483024,154.6489651290713,7586.565,12.265839580892134
21456,89.39250725615929,537.7985900878906,841.1325378417969,7589.055,99.20795137023696,155.1641031570862,7589.055,9.213413390541971
21457,89.39667357361158,544.7470825195312,844.0382202148437,7590.964,100.489742940464,155.70011571062503,7590.964,16.369717961744755
21458,89.40083989106385,551.0020080566405,847.0640197753905,7596.87,101.64359190910596,156.25828633656465,7596.87,16.119837913884112
21459,89.40500620851614,557.7182922363281,850.6146301269531,7598.66,102.88254791711304,156.91326904865193,7598.66,9.040194865010562
21460,89.40917252596843,564.38984375,855.09736328125,7601.186,104.11325206980376,157.74020087958988,7601.186,13.280001727607669
21461,89.4133388434207,570.9499999999999,860.25,7605.0,105.32340708736302,158.6907101268133,7605.0,15.977701083265856
21462,89.41750516087299,577.4,866.05,7608.814,106.51324153120837,159.76063877399204,7608.814,13.280009717745996
21463,89.42167147832527,584.1634155273437,872.7292602539062,7611.34,107.7608918804288,160.99276496151217,7611.34,15.700634540020474
21464,89.42583779577755,591.3730712890624,880.1846069335937,7616.31,109.09086036935298,162.36805616620984,7616.31,18.67284358998222
21465,89.43000411322983,598.6015502929688,888.9777038574218,7620.255,110.42430119035464,163.99012276900692,7620.255,17.780631152474598
21466,89.43417043068212,604.8084960937499,898.6930541992186,7624.799,111.56929931513764,165.78231788074248,7624.799,23.689517042301304
21467,89.43833674813439,611.3299926757812,907.4899963378904,7631.565,112.77232276610206,167.40509381207676,7631.565,25.567434696818964
21468,89.44250306558668,617.8449462890625,915.8780822753906,7637.005,113.97413923263488,168.9524478533748,7637.005,29.399879592167053
21469,89.44666938303897,624.4514770507812,921.2691284179688,7645.601,115.19284897753668,169.94693659582424,7645.601,32.43268596203234
21470,89.45083570049124,631.766796875,922.3137817382812,7652.49,116.54230936429636,170.13964427061265,7652.49,32.90282656081763
21471,89.45500201794353,638.8269104003906,917.9653747558592,7661.31,117.84469172863253,169.3374916499083,7661.31,31.1346856174805
21472,89.4591683353958,646.1663818359375,910.0176513671876,7667.354,119.19860737415696,167.87137148897853,7667.354,28.20388154005377
21473,89.46333465284809,652.6348510742187,901.366094970703,7674.775,120.39184884681757,166.2754149318611,7674.775,22.928702669789345
21474,89.46750097030036,657.6197143554687,892.7990783691405,7678.301,121.31140885145184,164.6950534692977,7678.301,18.672923491503752
21475,89.47166728775265,663.1730529785156,885.1153747558594,7683.69,122.33583576184527,163.27763715683557,7683.69,17.948719999791138
21476,89.47583360520493,668.1079772949219,878.505987548828,7686.87,123.2461835028422,162.05840048216322,7686.87,17.379006115112134
21477,89.47999992265721,673.6317626953125,872.4036010742187,7691.987,124.26515871676388,160.93269046400107,7691.987,17.029021436170297
21478,89.4841662401095,679.774981689453,867.024981689453,7695.0,125.39840112844036,159.94049409123696,7695.0,6.310470976370198
21479,89.48833255756178,685.775,862.375,7695.0,126.50522724465608,159.08270984668482,7695.0,9.977783381025802
21480,89.49249887501406,691.5789855957031,858.0524291992188,7699.764,127.57589111649324,158.2853232381996,7699.764,14.332688396667436
21481,89.49666519246634,696.3481140136719,854.5157897949218,7701.843,128.45565441243446,157.6329177531309,7701.843,13.711645769521056
21482,89.50083150991863,701.8846252441406,851.4269104003905,7706.31,129.4769771660388,157.06311076142586,7706.31,15.067275092127602
21483,89.5049978273709,707.3411743164062,848.485302734375,7709.036,130.48354926382393,156.52047105269645,7709.036,14.923923758293313
21484,89.50916414482319,711.9999816894531,845.9499633789062,7713.435,131.34296158625676,156.05277584463855,7713.435,9.213293538226935
21485,89.51333046227548,716.7899963378906,843.8299743652343,7713.435,132.22657777466523,155.66170050370206,7713.435,2.1051895646633056
21486,89.51749677972775,721.1220153808594,842.0460021972656,7714.44,133.02570730469904,155.3326103436539,7714.44,8.765633234728739
21487,89.52166309718004,725.64658203125,840.2631408691407,7717.62,133.86035617975466,155.00372510073873,7717.62,14.923803906016474
21488,89.52582941463231,729.899981689453,838.4999999999999,7721.565,134.64498275599806,154.67847769989297,7721.565,17.476809582143687
21489,89.5299957320846,734.1970825195312,837.0882385253906,7725.964,135.43767090736293,154.41804941632955,7725.964,3.1960549677023664e-05
21490,89.53416204953687,737.6000183105468,836.5000366210937,7721.565,136.06541202586592,154.30954354258262,7721.565,5.710548320910675
21491,89.53832836698916,741.5365173339844,835.4826782226562,7728.69,136.7915797973775,154.12187097449018,7728.69,14.923869824722717
21492,89.54249468444144,746.0230895996094,834.9653747558593,7728.69,137.61921983093436,154.0264437678676,7728.69,2.1052215252566384
21493,89.54666100189372,748.330010986328,834.0899597167968,7729.695,138.04477867204463,153.86495555606345,7729.695,10.40944040697832
21494,89.55082731934601,752.221319580078,833.0420776367187,7733.66,138.7626101443663,153.67165227048744,7733.66,11.606461198714896
21495,89.55499363679829,755.9327819824218,832.7931274414061,7735.236,139.44726530767574,153.62572831433474,7735.236,6.228695256779247
21496,89.55915995425057,759.1520690917969,832.7351745605467,7736.634,140.0411286700574,153.61503771995234,7736.634,9.977748424154925
21497,89.56332627170285,762.5,832.35,7740.0,140.6587230127232,153.5439843929707,7740.0,7.051295484387083
21498,89.56749258915514,765.85,832.35,7740.0,141.27669904169716,153.5439843929707,7740.0,1.8189894035458565e-12
21499,89.57165890660741,769.1999999999999,832.35,7740.0,141.89467507067107,153.5439843929707,7740.0,-1.8189894035458565e-12
21500,89.5758252240597,772.55,832.8499999999999,7740.0,142.51265109964498,153.63621962117574,7740.0,5.995525615036968
21501,89.57999154151197,776.881671142578,832.4165954589844,7742.862,143.31171645233496,153.5562692876844,7742.862,6.660354779654881
21502,89.58415785896426,780.2407531738281,832.8661682128906,7743.18,143.93136784775874,153.63920217878703,7743.18,5.965746315008801
21503,89.58832417641655,783.8331665039061,832.7683166503905,7745.711,144.59406197437204,153.6211514563922,7745.711,6.6196479467180325
21504,89.59249049386882,787.436602783203,832.8207397460936,7746.34,145.25878950945875,153.63082196878298,7746.34,2.962512000593051
21505,89.59665681132111,790.5315612792969,832.8476928710936,7747.125,145.8297179158036,153.6357940240534,7747.125,3.749084628596393
21506,89.60082312877338,793.6909912109375,832.9129882812499,7748.13,146.41253939728915,153.64783909816643,7748.13,7.3198130633227265
21507,89.60498944622567,797.5194396972656,832.8630187988281,7750.62,147.1187750369048,153.6386212049375,7750.62,8.30426582387372
21508,89.60915576367795,800.0248840332031,833.3338867187499,7752.095,147.58095549706533,153.72548242503436,7752.095,7.156330539171904
21509,89.61332208113024,803.6411926269532,833.385284423828,7754.036,148.24805759387428,153.73496378314854,7754.036,5.9415955783752
21510,89.61748839858251,807.1848632812499,833.8692993164062,7754.931,148.90176013683958,153.82425023129176,7754.931,5.577837873324825
21511,89.6216547160348,810.7215576171875,834.661474609375,7756.699,149.5541757551731,153.97038316914254,7756.699,7.338420131971361
21512,89.62582103348709,814.3450073242186,835.0649963378905,7758.435,150.22259517640828,154.0448210065732,7758.435,1.3714897761583416
21513,89.62998735093936,818.154248046875,835.6263366699218,7757.354,150.92528755109274,154.14837171382442,7757.354,8.263388201414273
21514,89.63415366839165,822.8510314941406,836.7474975585938,7762.38,151.79170533726938,154.35519277466693,7762.38,11.02966304466645
21515,89.63831998584392,826.4313598632813,837.804718017578,7762.62,152.4521701456229,154.55021871526188,7762.62,5.522981478328802
21516,89.64248630329621,831.4324951171875,839.651806640625,7765.017,153.37473184847977,154.8909519965853,7765.017,8.263456117749229
21517,89.64665262074848,835.299981689453,841.399981689453,7766.565,154.08816886162563,155.21343864572742,7766.565,3.2426357760996325
21518,89.65081893820077,840.1500366210937,843.0500183105468,7766.565,154.9828607084796,155.517821654314,7766.565,12.923884606339923
21519,89.65498525565305,845.1731140136718,845.2362915039062,7772.735,155.90947008767185,155.92112446813024,7772.735,17.029073372226776
