frame_index,timestamp,x,y,theta,x_mm,y_mm,theta_unwrapped,omega_rad_s
7416,30.89743092862625,480.4968322753906,828.8867675781249,346.504,88.63746995346241,152.90512032745306,346.504,9.031217869533975
7417,30.90159724887013,485.56622924804685,828.3716796874999,348.366,89.57262392673243,152.8101018291781,348.366,11.238665929937042
7418,30.905763569114008,490.9580047607421,828.7060241699219,351.87,90.56724721642028,152.87177850844873,351.87,13.149308971913795
7419,30.90992988935789,496.2570648193359,828.3587158203125,354.644,91.54476724397377,152.8077103786812,354.644,10.368687175272498
7420,30.914096209601773,501.1206237792968,828.4210632324218,356.82,92.44195018509532,152.81921163424903,356.82,8.060747028727974
7421,30.918262529845656,506.9281341552734,828.8689880371094,358.493,93.51326427475828,152.90184052740716,358.493,6.660368794151168
7422,30.92242885008953,511.75,828.3499999999999,360.0,94.40275606788342,152.8061025673302,360.0,10.64832386345654
7423,30.926595170333417,516.3416442871094,828.733837890625,363.576,95.24977878519944,152.87690931820129,363.576,10.561730639026678
7424,30.9307614905773,521.4693969726562,828.2634643554686,365.042,96.19569766346054,152.79013929748774,365.042,8.958399160159843
7425,30.93492781082118,526.3723510742187,828.975518798828,367.853,97.10014784433368,152.9214923056431,367.853,8.039460776189571
7426,30.939094131065065,530.9348815917969,829.4867248535156,368.881,97.94179993129646,153.01579471987094,368.881,7.91812738883209
7427,30.943260451308944,535.4847778320312,830.4953857421874,371.634,98.78112136735122,153.20186285436728,371.634,10.798668477911178
7428,30.947426771552827,540.5235412597656,831.1058715820311,374.036,99.71062435660804,153.31447945587516,374.036,9.541986056233668
7429,30.951593091796703,545.6191040039063,832.1119873046874,376.189,100.65060514168611,153.50007808243498,376.189,7.6749562360688515
7430,30.95575941204059,550.2692687988281,833.5029479980468,377.7,101.50842316378768,153.75666923638755,377.7,8.770441425335889
7431,30.95992573228447,556.1694396972656,834.6515197753906,380.376,102.5968303823202,153.96854679637394,380.376,12.418559038271953
7432,30.96409205252835,560.7909851074219,836.5491638183594,383.629,103.44936897345184,154.31860605908437,383.629,11.498992928332427
7433,30.968258372772237,566.9955993652344,838.5372436523437,385.866,104.59393699743931,154.6853480534392,385.866,8.786186011147947
7434,30.97242469301612,572.2680786132812,841.0526245117187,387.824,105.56655365073944,155.14936150861342,387.824,10.198756212170338
7435,30.97659101326,577.8520324707031,843.5579528808593,390.735,106.59662816739116,155.61152057632603,390.735,11.326545568123151
7436,30.98075733350388,582.8901733398437,846.9228576660156,393.232,107.52601631298006,156.23224609782045,393.232,10.686810406829522
7437,30.98492365374776,588.9455444335937,850.4023315429687,395.838,108.64305338237682,156.8741062319691,395.838,11.775056522386537
7438,30.989089973991643,595.0103088378906,854.7958190917968,398.853,109.76182324005738,157.68457488533366,398.853,13.656272849592142
7439,30.99325629423552,600.3090087890625,858.6449645996092,402.357,110.73927683843038,158.3946285139488,402.357,14.613556451196132
7440,30.997422614479405,606.0503601074219,864.1253540039062,405.83,111.79838653653904,159.4055984486647,405.83,17.328792373232773
7441,31.001588934723287,612.3095581054687,871.0960388183594,410.631,112.95302364800008,160.691483857878,410.631,18.75083888928873
7442,31.00575525496717,618.3245910644531,878.0973388671873,414.782,114.06261952326592,161.98301687334958,414.782,16.748819520791585
7443,31.00992157521105,623.9707641601562,886.3300415039062,418.627,115.10417165120086,163.50170728623397,418.627,18.12333264887627
7444,31.01408789545493,630.1800109863282,894.2100219726562,423.435,116.24959424718794,164.9553308798072,423.435,20.53034063775783
7445,31.01825421569881,635.3119201660156,902.83017578125,428.429,117.1962798758202,166.545494587204,428.429,23.257761534864585
7446,31.022420535942697,641.6819335937499,910.1231079101562,434.539,118.371359160173,167.89082510559143,434.539,32.46347423994291
7447,31.026586856186576,647.9819641113281,915.4402099609374,443.928,119.5335286651484,168.87167334767827,443.928,39.576559302905366
7448,31.03075317643046,654.8761840820312,914.8635681152344,453.434,120.8053085697358,168.76529996321622,453.434,35.84509646052254
7449,31.03491949667434,661.1607666015625,911.3887084960936,461.041,121.96462837546088,168.12429102331222,461.041,28.26394855216324
7450,31.03908581691822,667.060498046875,905.17275390625,466.928,123.05295452787485,166.9776310430991,466.928,22.106900627781897
7451,31.043252137162103,672.5980529785156,897.1575561523437,471.595,124.07446981351076,165.4990638552186,471.595,17.87877021165491
7452,31.047418457405985,679.3985229492187,888.6731018066405,475.463,125.32895561280974,163.93393268967583,475.463,18.71368470302832
7453,31.051584777649868,684.3873718261718,882.1104980468749,480.53,126.24925084210244,162.72332617887304,480.53,17.23143242494018
7454,31.055751097893747,689.1346069335938,875.7730712890625,483.69,127.12497546905476,161.55425817239362,483.69,13.2800647408003
7455,31.05991741813763,695.3179809570312,869.7259765624999,486.87,128.2656252973128,160.43874784822933,486.87,15.008365623553118
7456,31.064083738381512,700.8888793945312,863.9566162109375,490.855,129.2932914746929,159.3744713109821,490.855,15.385157013122807
7457,31.06825005862539,705.8359252929687,859.4714294433593,494.215,130.2058752894595,158.5470868608823,494.215,13.354461004944596
7458,31.072416378869278,711.0696228027343,855.5293457031249,497.231,131.17133785779853,157.81988887411433,497.231,11.35312878912714
7459,31.07658269911316,715.355157470703,851.9531188964844,499.635,131.96189239396014,157.1601806828672,499.635,8.982787587497342
7460,31.08074901935704,720.1954711914062,849.0394897460938,501.52,132.85478727518648,156.6227021836848,501.52,10.110181431146884
7461,31.08491533960092,724.7925720214844,846.8696228027344,504.462,133.70281656347436,156.22242583829404,504.462,10.033340181842732
7462,31.0890816598448,728.8769287109375,844.5153747558594,506.31,134.45625970611954,155.78813662658433,506.31,9.116978121077636
7463,31.093247980088684,733.333642578125,842.4599304199218,508.815,135.278391747289,155.40896787180833,508.815,7.940840382106217
7464,31.097414300332563,736.9894653320312,841.1860656738281,510.101,135.9527830392566,155.17397746069165,510.101,6.519433077857684
7465,31.10158062057645,740.6029541015624,839.7617797851562,511.928,136.61936496180488,154.91123879274986,511.928,7.966628583428474
7466,31.105746940820328,744.4264770507812,838.6227661132812,513.905,137.32469198534187,154.7011244208417,513.905,7.403726681291346
7467,31.10991326106421,747.4557373046874,837.3506408691406,515.462,137.88350100696502,154.46645489644422,515.462,5.439288971944961
7468,31.11407958130809,750.8554138183594,836.3824462890625,516.501,138.5106408850889,154.28785160036338,516.501,6.545041500859952
7469,31.118245901551973,753.7747924804687,835.4432189941406,518.587,139.04917999932218,154.1145919125963,518.587,7.363416386735935
7470,31.12241222179585,757.1109497070312,834.4551025390624,520.017,139.6646024455621,153.93231361914167,520.017,6.237680498715918
7471,31.126578542039734,759.2650146484374,833.3950256347655,521.565,140.06196378844038,153.7367607487762,521.565,6.40012818922537
7472,31.130744862283617,761.8081176757812,832.8909790039062,523.072,140.53109116459245,153.64377903672957,523.072,4.909981645321977
7473,31.1349111825275,764.2695007324218,832.887628173828,523.909,140.9851436204511,153.64316090757572,523.909,4.1809426020281535
7474,31.139077502771386,766.6267700195311,832.4128784179687,525.069,141.41999016172576,153.55558360343173,525.069,4.880340195325061
7475,31.14324382301526,768.6929809570312,831.3670471191406,526.239,141.80114503640598,153.36265862640892,526.239,3.684037321391088
7476,31.147410143259144,771.0562927246093,831.2996093749999,526.827,142.23710623681055,153.350218354968,526.827,3.6640479696729926
7477,31.151576463503027,773.4774291992187,830.8888732910156,527.989,142.68373438731297,153.2744496820913,527.989,2.94139105676436
7478,31.15574278374691,775.0455993652344,830.448858642578,528.232,142.9730154535666,153.1932799790669,528.232,2.778599789914552
7479,31.15990910399079,777.4184326171875,830.3927368164061,529.315,143.41073308653952,153.1829271601784,529.315,3.4426269973964736
7480,31.16407542423467,779.1778564453124,830.3360839843749,529.875,143.7352948031326,153.17247638639668,529.875,2.560786369266907
7481,31.168241744478557,780.949981689453,830.3499999999999,530.538,144.06219955573513,153.17504348015044,530.538,3.227777921504412
7482,31.172408064722436,783.442071533203,829.797412109375,531.416,144.52191650662672,153.07310733976016,531.416,3.760900543599746
7483,31.176574384966315,784.6311279296874,830.4957885742186,532.333,144.7412622827836,153.20193716497593,532.333,3.356734908415774
7484,31.1807407052102,786.5137756347656,829.9707580566406,533.019,145.08855516419885,153.10508454576907,533.019,3.018226313458172
7485,31.18490702545408,788.0226196289062,829.9402893066406,533.774,145.36689230444966,153.09946396155033,533.774,4.644578905673143
7486,31.18907334569796,789.8703491210937,829.7941345214844,535.236,145.70774380719593,153.07250272162602,535.236,4.000209458781683
7487,31.19323966594184,791.7029357910155,829.9139221191406,535.684,146.04580190660752,153.09459999443794,535.684,3.317415392160683
7488,31.197405986185725,793.5692138671874,829.8961608886718,536.82,146.39007507510718,153.09132357214696,536.82,2.5594475201617115
7489,31.201572306429604,795.1566650390625,830.3982666015625,536.906,146.68291291731177,153.18394724217003,536.906,2.2982510938311407
7490,31.205738626673487,796.8516113281249,830.3935791015624,537.917,146.99558043284577,153.1830825369056,537.917,4.216721983519847
7491,31.20990494691737,798.7979064941405,830.2887329101561,538.919,147.3546143904295,153.16374151212403,538.919,2.2569258008413726
7492,31.21407126716125,800.3989440917968,830.288604736328,538.995,147.6499585267989,153.16371786783947,538.995,2.2640133114423406
7493,31.21823758740513,802.8499999999999,830.3499999999999,540.0,148.10210592887188,153.17504348015044,540.0,2.105162435808552
7494,31.222403907649014,803.8499999999999,830.3499999999999,540.0,148.28657638528202,153.17504348015044,540.0,4.6135007272623625
7495,31.226570227892896,805.7897399902342,830.416925048828,542.203,148.6444011065975,153.18738917445302,542.203,4.526528470207495
7496,31.23073654813678,807.7069580078124,830.3898803710937,542.161,148.9980711893379,153.1824002304079,542.161,1.381969933318942
7497,31.234902868380654,809.1906616210937,830.387042236328,542.862,149.27177067205724,153.18187667839234,542.862,3.881374990085078
7498,31.23906918862454,811.5271667480469,830.3378601074218,544.014,149.7027868392309,153.17280402862576,544.014,3.044771081880981
7499,31.243235508868423,812.6999450683593,829.9632141113282,544.316,149.91912979124683,153.10369291073417,544.316,1.7812206289690948
7500,31.247401829112302,814.6797119140625,829.9759582519531,544.865,150.28433828485936,153.1060438281718,544.865,3.1634142864177197
7501,31.251568149356185,815.8967651367186,829.9619323730469,545.826,150.50884864831815,153.1034564678884,545.826,4.0307947449566655
7502,31.255734469600068,817.7958374023436,830.0649841308593,546.789,150.8591713759138,153.12246647268594,546.789,4.166061950923449
7503,31.25990078984395,819.3567749023437,830.0362182617188,547.815,151.1471182289665,153.11716001967653,547.815,3.15902170278423
7504,31.26406711008783,821.2181091308594,830.0901611328125,548.297,151.49047940363258,153.12711088572726,548.297,1.9497168611956115
7505,31.268233430331712,822.4982788085938,830.161279296875,548.746,151.72663288836665,153.14023008591093,548.746,2.807564074899574
7506,31.272399750575595,824.1246582031249,830.5494750976561,549.638,152.02665183757185,153.21184074245753,549.638,4.269059947110918
7507,31.276566070819477,826.1099548339843,830.635205078125,550.784,152.39288041317596,153.22765539108264,550.784,3.502878702782027
7508,31.28073239106336,828.0807678222656,831.3961425781249,551.31,152.75643718462322,153.3680258790072,551.31,3.9131747786950655
7509,31.28489871130724,830.4537475585937,831.1243103027343,552.653,153.19418183963566,153.3178808550989,552.653,4.578348572355935
7510,31.28906503155112,832.2149291992187,831.6295837402344,553.496,153.5190678207029,153.41108887672647,553.496,4.122750357184714
7511,31.293231351795,834.2983886718749,832.5060974121094,554.621,153.9034045405358,153.57277975382698,554.621,5.482939148190098
7512,31.297397672038883,837.2638916015625,833.0095764160155,556.113,154.45045221946083,153.66565675547045,556.113,5.02629222614496
7513,31.30156399228277,839.3789184570312,833.9721313476562,557.021,154.84061218880882,153.84321970303,557.021,4.078231252389742
7514,31.305730312526645,842.3306335449219,834.5360717773438,558.06,155.3851164182647,153.9472500514826,558.06,5.198497884388644
7515,31.309896632770528,845.207421875,835.567218017578,559.502,155.91579887450953,154.13746606904422,559.502,5.852147887696674
7516,31.31406295301441,847.9826843261719,836.3767333984374,560.854,156.4277528055351,154.28679774082235,560.854,6.321656949811768
7517,31.318229273258293,851.3307800292968,837.399365234375,562.521,157.04537754799534,154.4754431023373,562.521,7.065691502580876
