source_csv,rank,source_segment_index,ranking_source,ranking_value,delta_theta_deg,turns,delta_source,theta_source,frame_start,frame_end,duration_s,rows,min_roll_deg_used,red_mode,accepted_segments,rejected_segments,removed_rows_by_y,result_note,energy_thickness_mm,energy_mass_g,energy_height_mm,energy_width_mm,energy_y_low_mm,energy_y_top_mm,energy_gravity_m_s2,energy_inertia_kg_m2,energy_param_source,energy_position_x_col,energy_position_y_col,energy_y_map_bottom_ref,energy_y_map_q02_up_mm,energy_y_map_q98_up_mm,energy_omega_source,energy_y_clamped_ratio,energy_y_min_mm,energy_y_max_mm,energy_potential_j_peak,energy_trans_j_peak,energy_rot_j_peak,energy_total_j_peak,energy_potential_j_mean,energy_trans_j_mean,energy_rot_j_mean,energy_total_j_mean,energy_total_j_final,energy_potential_j_kg_peak,energy_trans_j_kg_peak,energy_rot_j_kg_peak,energy_total_j_kg_peak,energy_potential_j_kg_mean,energy_trans_j_kg_mean,energy_rot_j_kg_mean,energy_total_j_kg_mean,energy_total_j_kg_final,cleaned_csv_path,segment_plot_path,summary_plot_path
Red_D45_T177_raw_data.csv,1,1,x_displacement,4.427290953843091,84.97800000000001,0.23605000000000004,theta_unwrapped,red_yx_reconstructed,15211,15300,0.3708039085144961,90,,True,1,427,6290,accepted_segment,177.0,1000.0,50.0,50.0,88.5,97.35,9.81,0.002819083333333333,config,x_mm,y_mm,177.27610861013378,5.718584148714029,57.278076715344994,omega_rad_s,0.2222222222222222,88.5,92.45796064400714,0.9070125939177102,0.10471690091230813,1.2699012963450287,2.1688824951117214,0.8841077648479427,0.008254794897250893,0.13805415774262933,1.0304167174878232,0.8824305743317855,0.9070125939177102,0.10471690091230813,1.2699012963450287,2.1688824951117214,0.8841077648479427,0.008254794897250893,0.13805415774262933,1.0304167174878232,0.8824305743317855,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Red_D45_T177_raw_data_cleaned_segment_01.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Red_D45_T177_raw_data_segment_01_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Red_D45_T177_raw_data_segments_summary.png
