source_csv,rank,source_segment_index,delta_theta_deg,turns,delta_source,frame_start,frame_end,duration_s,rows,cleaned_csv_path,segment_plot_path,summary_plot_path
Pink_D45_T179_raw_data.csv,1,9,882.326,2.4509055555555554,theta_unwrapped,15601,16021,1.7498551352391871,421,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_01.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_01_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,2,8,822.9490000000001,2.2859694444444445,theta_unwrapped,14003,14271,1.1165742291526257,269,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_02.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_02_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,3,12,819.4620000000004,2.2762833333333345,theta_unwrapped,20377,20589,0.883260211120728,213,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_03.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_03_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,4,7,720.654,2.0018166666666666,theta_unwrapped,12649,13567,3.824683367022807,919,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_04.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_04_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,5,6,719.0360000000001,1.9973222222222224,theta_unwrapped,11559,12164,2.520624659094551,606,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_05.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_05_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,6,3,715.2049999999999,1.9866805555555553,theta_unwrapped,6283,6596,1.304058707928256,314,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_06.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_06_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,7,4,568.336,1.5787111111111112,theta_unwrapped,8988,9998,4.207984968075209,1011,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_07.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_07_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,8,13,538.5909999999985,1.496086111111107,theta_unwrapped,23294,24287,4.137157498315531,994,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_08.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_08_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,9,11,529.9189999999999,1.471997222222222,theta_unwrapped,18814,19501,2.86226304264126,688,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_09.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_09_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,10,14,465.6779999999999,1.2935499999999998,theta_unwrapped,24946,25118,0.716607341097955,173,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_10.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_10_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,11,5,364.0129999999999,1.011147222222222,theta_unwrapped,10633,11164,2.2123168495524155,532,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_11.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_11_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
Pink_D45_T179_raw_data.csv,12,10,360.48099999999977,1.0013361111111105,theta_unwrapped,17318,17879,2.337306502069495,562,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T179_raw_data_cleaned_segment_12.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segment_12_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T179_raw_data_segments_summary.png
