frame_index,timestamp,x,y,theta,x_mm,y_mm,theta_unwrapped,omega_rad_s,y_up_mm,y_physical_mm,y_physical_mm_interp,v_mm_s,v_m_s,omega_rad_s_energy,ep_j,ek_trans_j,ek_rot_j,e_total_j,ep_j_per_kg,ek_trans_j_per_kg,ek_rot_j_per_kg,e_total_j_per_kg
12575,52.39179511881824,248.5297622680664,800.3443908691405,5054.394,45.84639867709101,147.63989506891687,5054.394,-1.78247325022312,25.52941410926519,26.443031455744148,26.443031455744148,98.30779997989903,0.09830779997989902,-1.78247325022312,0.2594061385808501,0.004832211768443917,0.0006619189349502029,0.2649002692842442,0.2594061385808501,0.004832211768443917,0.0006619189349502029,0.2649002692842442
12576,52.39596146435453,246.31932983398437,803.8638549804687,5053.791,45.43863919711215,148.28913221985263,5053.791,0.2578584749571746,24.88017695832943,26.404411829907843,26.404411829907843,117.68650318473756,0.11768650318473756,0.2578584749571746,0.25902728005139597,0.006925056515925621,1.3852290230674972e-05,0.26596618885755224,0.25902728005139597,0.006925056515925621,1.3852290230674972e-05,0.26596618885755224
12577,52.40012780989081,243.2321716308593,807.7757263183593,5054.517,44.8691497143714,149.01075691097105,5054.517,3.7975902202415455,24.158552267211007,26.361486258681577,26.361486258681577,142.32991972572108,0.1423299197257211,3.7975902202415455,0.2586061801976663,0.010128903024565105,0.0030045190585154652,0.27173960228074684,0.2586061801976663,0.010128903024565105,0.0030045190585154652,0.27173960228074684
12578,52.4042941554271,239.90706481933591,811.6956726074219,5055.604,44.25576574323725,149.7338711920176,5055.604,2.277318063814164,23.43543798616446,26.318472079763048,26.318472079763048,125.65467142948725,0.12565467142948725,2.277318063814164,0.25818421110247547,0.007894548226026199,0.0010804536591196444,0.2671592129876213,0.25818421110247547,0.007894548226026199,0.0010804536591196444,0.2671592129876213
12579,52.408460500963386,237.5696258544922,814.324853515625,5055.604,43.82457731056171,150.21887739413862,5055.604,2.2941492075206043,22.950431784043445,26.289621669666825,26.289621669666825,106.64234960789987,0.10664234960789988,2.2941492075206043,0.25790118857943156,0.005686295364946772,0.001096483455493212,0.26468396739987154,0.25790118857943156,0.005686295364946772,0.001096483455493212,0.26468396739987154
12580,52.41262684649968,235.10596771240236,818.2968017578124,5056.699,43.37010516865186,150.95158449921234,5056.699,3.2925360575500235,22.217724678969716,26.24603686524711,26.24603686524711,110.38964840394159,0.1103896484039416,3.2925360575500235,0.2574736216480742,0.006092937237372922,0.002258498685472303,0.2658250575709194,0.2574736216480742,0.006092937237372922,0.002258498685472303,0.2658250575709194
12581,52.41679319203596,232.6022506713867,821.6397705078125,5057.176,42.9082433433739,151.56826347028965,5057.176,1.6790354250952078,21.60104570789241,26.20935395039882,26.20935395039882,97.03290959102696,0.09703290959102696,1.6790354250952078,0.2571137622534124,0.0047076927718502064,0.0005873249914009678,0.26240878001666357,0.2571137622534124,0.0047076927718502064,0.0005873249914009678,0.26240878001666357
12582,52.42095953757225,230.73606872558597,824.0028259277344,5057.501,42.56398790808768,152.00417738212508,5057.501,1.9813687890364235,21.165131796056983,26.183423776582273,26.183423776582273,85.86133070944304,0.08586133070944303,1.9813687890364235,0.2568593872482721,0.0036860840555981724,0.00081787964128493,0.2613633509451552,0.2568593872482721,0.0036860840555981724,0.00081787964128493,0.2613633509451552
12583,52.42512588310854,228.73554229736328,826.7052795410156,5058.122,42.19494988481293,152.50270023359425,5058.122,1.6347503009565116,20.666608944587807,26.15376933372293,26.15376933372293,64.62197068737194,0.06462197068737194,1.6347503009565116,0.256568477163822,0.002087999547759779,0.0005567517805161262,0.2592132284920979,0.256568477163822,0.002087999547759779,0.0005567517805161262,0.2592132284920979
12584,52.429292228644826,227.8283264160156,828.314288330078,5058.281,42.0275953571182,152.79951481928052,5058.281,1.8189894035458565e-12,20.369794358901544,26.1361134305981,26.1361134305981,44.86150540498268,0.04486150540498268,1.8189894035458565e-12,0.2563952727541674,0.0010062773336006452,6.893171771275232e-28,0.25740155008776805,0.2563952727541674,0.0010062773336006452,6.893171771275232e-28,0.25740155008776805
