source_csv,rank,source_segment_index,delta_theta_deg,turns,delta_source,frame_start,frame_end,duration_s,rows,cleaned_csv_path,segment_plot_path,summary_plot_path
Pink_D45_T173_raw_data.csv,1,9,824.547,2.2904083333333336,theta_unwrapped,16932,17155,0.9290896836865699,224,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_01.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_01_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,2,13,682.6140000000005,1.8961500000000013,theta_unwrapped,25403,25731,1.3665534360950318,329,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_02.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_02_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,3,8,539.1260000000002,1.4975722222222227,theta_unwrapped,15072,15457,1.6040337588310791,386,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_03.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_03_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,4,12,527.7830000000004,1.46606388888889,theta_unwrapped,24336,24666,1.3748860789980881,331,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_04.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_04_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,5,14,522.076,1.4502111111111111,theta_unwrapped,28353,29172,3.4122172687861365,820,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_05.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_05_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,6,3,358.947,0.997075,theta_unwrapped,5804,6288,2.0164995825305105,485,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_06.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_06_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,7,5,348.2439999999999,0.9673444444444442,theta_unwrapped,10261,10526,1.1040751846499717,266,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_07.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_07_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,8,17,347.78399999999965,0.9660666666666657,theta_unwrapped,33248,33477,0.9540876123956252,230,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_08.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_08_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,9,7,284.5609999999997,0.7904472222222214,theta_unwrapped,12446,12538,0.3833015735388514,93,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_09.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_09_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
Pink_D45_T173_raw_data.csv,10,6,180.0,0.5,theta_unwrapped,11066,11433,1.5290399727039201,368,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D45_T173_raw_data_cleaned_segment_10.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segment_10_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D45_T173_raw_data_segments_summary.png
