source_csv,rank,source_segment_index,delta_theta_deg,turns,delta_source,frame_start,frame_end,duration_s,rows,cleaned_csv_path,segment_plot_path,summary_plot_path
Pink_D75_T166_raw_data.csv,1,8,691.1859999999997,1.9199611111111103,theta_unwrapped,13738,15168,5.957871083959894,1431,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_01.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_01_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,2,3,540.0,1.5,theta_unwrapped,7653,8226,2.3873147769993146,574,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_02.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_02_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,3,6,539.9319999999998,1.4998111111111105,theta_unwrapped,11224,11875,2.7122895633971282,652,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_03.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_03_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,4,9,539.46,1.4985000000000002,theta_unwrapped,16134,16843,2.9539374814877988,710,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_04.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_04_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,5,4,464.88099999999986,1.2913361111111108,theta_unwrapped,8757,8915,0.6582822596263398,159,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_05.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_05_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,6,5,360.5619999999999,1.001561111111111,theta_unwrapped,10081,10704,2.5956319477671457,624,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_06.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_06_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,7,10,351.0059999999994,0.975016666666665,theta_unwrapped,17541,18362,3.4205679440077574,822,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_07.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_07_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,8,1,344.855,0.9579305555555556,theta_unwrapped,5320,5954,2.641461725336068,635,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_08.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_08_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,9,11,344.6809999999996,0.9574472222222211,theta_unwrapped,19070,19670,2.4998060492139444,601,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_09.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_09_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
Pink_D75_T166_raw_data.csv,10,7,138.8789999999999,0.38577499999999976,theta_unwrapped,12758,13159,1.6707037095579906,402,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\01_Data\Processed\Pink_D75_T166_raw_data_cleaned_segment_10.csv,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segment_10_trajectory.png,D:\HIT\CUPT\Flipo_Flip\Vedio_Analysis\03_Results\Plots\Pink_D75_T166_raw_data_segments_summary.png
